id,address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
128,"The Links at Union Vale, Lagrangeville, NY",41.599689,-73.850075,0.81,street_center,"Long Ct",,"Wappingers Falls, NY 12590",,"Long Ct",,,"Wappingers Falls",NY,"Dutchess County",12590,US,"TIGER/Line® dataset from the US Census Bureau"
129,"7000 Mall Walk, Yonkers, NY",40.928279,-73.85637,0.7,street_center,"Mall Walk",,"Yonkers, NY 10704",,"Mall Walk",,,Yonkers,NY,"Westchester County",10704,US,"TIGER/Line® dataset from the US Census Bureau"
130,"3 West Club, New York, NY",40.726898,-73.958929,0.85,range_interpolation,"3 West St",,"Brooklyn, NY 11222",3,"West St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® from the US Census Bureau"
131,"New York City Bar Association, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
132,"Marriott Melville Long Island, Melville, NY",40.785471,-73.444808,1,street_center,I-495,,"Melville, NY 11747",,I-495,,,Melville,NY,"Suffolk County",11747,US,"OpenStreetMap Contributors"
133,"Dream Midtown, by Hyatt, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
134,"The Portal - Utica, Utica, NY",43.076473,-75.198631,0.93,street_center,"Portal Rd",,"Utica, NY 13501",,"Portal Rd",,,Utica,NY,"Oneida County",13501,US,"TIGER/Line® dataset from the US Census Bureau"
135,"630SECOND, New York, NY",40.577948,-73.970729,0.42,street_center,"W 2nd Pl",,"Brooklyn, NY 11224",,"W 2nd Pl",,,Brooklyn,NY,"Kings County",11224,US,"TIGER/Line® dataset from the US Census Bureau"
136,"Cornell Club, New York, NY",40.731455,-74.002055,0.88,street_center,"Cornelia St",,"New York, NY 10014",,"Cornelia St",,,"New York",NY,"New York County",10014,US,"TIGER/Line® dataset from the US Census Bureau"
137,"Fitness Court at Rosendale Community Center, Rosendale, NY",41.84709,-74.079545,1,place,,,"Rosendale Village, NY 12472",,,,,"Rosendale Village",NY,"Ulster County",12472,US,"TIGER/Line® dataset from the US Census Bureau"
138,"Jay Suites, New York, NY",40.71796,-74.009219,0.93,street_center,"Jay St",,"New York, NY 10013",,"Jay St",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
139,"Jay Suites, New York, NY",40.71796,-74.009219,0.93,street_center,"Jay St",,"New York, NY 10013",,"Jay St",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
140,"NYU Stern School of Business, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
141,"Pratt Institute, Brooklyn, NY",40.651315,-73.964948,0.85,street_center,"Parade Pl",,"Brooklyn, NY 11226",,"Parade Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
143,"The Sagamore Resort, Bolton Landing, NY",43.558163,-73.651598,0.93,street_center,"Sagamore Rd",,"Bolton Landing, NY 12814",,"Sagamore Rd",,,"Bolton Landing",NY,"Warren County",12814,US,"TIGER/Line® dataset from the US Census Bureau"
144,"630SECOND, New York, NY",40.577948,-73.970729,0.42,street_center,"W 2nd Pl",,"Brooklyn, NY 11224",,"W 2nd Pl",,,Brooklyn,NY,"Kings County",11224,US,"TIGER/Line® dataset from the US Census Bureau"
145,"Workspace by Rockefeller Group, New York, NY",40.758751,-73.978681,0.88,street_center,"Rockefeller Plz",,"New York, NY 10112",,"Rockefeller Plz",,,"New York",NY,"New York County",10112,US,"TIGER/Line® dataset from the US Census Bureau"
146,"Fabrik NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
147,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
148,"New York - Online, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
149,"3373 Third Ave, The Bronx, NY",40.827626,-73.907455,1,rooftop,"3373 3rd Ave",,"Bronx, NY 10456",3373,"3rd Ave",,,Bronx,NY,"Bronx County",10456,US,"City of New York"
150,"NYU College of Dentistry, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
152,"NYC Conference Center at Cornell ILR, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
159,"The Irish American Pub, New York, NY",40.590447,-73.928365,0.71,street_center,"Ira Ct",,"Brooklyn, NY 11229",,"Ira Ct",,,Brooklyn,NY,"Kings County",11229,US,"TIGER/Line® dataset from the US Census Bureau"
160,"Jay Suites, New York, NY",40.71796,-74.009219,0.93,street_center,"Jay St",,"New York, NY 10013",,"Jay St",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
161,"Buttonwood Restaurant and Bar, New York, NY",40.688106,-74.023299,0.9,street_center,"Bear Rd",,"New York, NY 10004",,"Bear Rd",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
162,"26 Bridge St, Brooklyn, NY",40.703964,-73.984737,1,rooftop,"26 Bridge St",,"Brooklyn, NY 11201",26,"Bridge St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
163,"Bar Hugo Rooftop, New York, NY",40.687767,-74.014871,0.88,street_center,"Barry Rd",,"New York, NY 10004",,"Barry Rd",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
164,"The Ainsworth Midtown, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
165,"Whiskey Cellar NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
166,"180 Orchard St 15th floor, New York, NY",40.721798,-73.988243,1,rooftop,"180 Orchard St","Fl 15","New York, NY 10002",180,"Orchard St",Fl,15,"New York",NY,"New York County",10002,US,"City of New York"
167,"Carribean Flavors, Queensbury, NY",43.340954,-73.685911,1,place,,,"Queensbury, NY 12804",,,,,Queensbury,NY,"Warren County",12804,US,"TIGER/Line® dataset from the US Census Bureau"
168,"St. Pat's Bar & Grill NYC, New York, NY",40.691621,-73.982409,0.84,street_center,"City Pt",,"Brooklyn, NY 11201",,"City Pt",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
169,"Whiskey Cellar NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
170,"For venue details reach us at eventbrite@mountskills.com, Yonkers, NY",40.929705,-73.858874,0.85,street_center,"Frey Ave",,"Yonkers, NY 10704",,"Frey Ave",,,Yonkers,NY,"Westchester County",10704,US,"TIGER/Line® dataset from the US Census Bureau"
171,"The Dickens, New York, NY",40.602103,-73.760446,0.53,street_center,"Dickens St",,"Far Rockaway, NY 11691",,"Dickens St",,,"Far Rockaway",NY,"Queens County",11691,US,"TIGER/Line® dataset from the US Census Bureau"
172,"Pier Sixty, New York, NY",40.735862,-74.001138,0.85,street_center,"Perry St",,"New York, NY 10014",,"Perry St",,,"New York",NY,"New York County",10014,US,"TIGER/Line® dataset from the US Census Bureau"
173,"Whiskey Cellar NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
174,"East Hampton Library - Young Adult Room, East Hampton, NY",40.983307,-72.172927,1,street_center,"E Hampton Dr",,"East Hampton, NY 11937",,"E Hampton Dr",,,"East Hampton",NY,"Suffolk County",11937,US,"TIGER/Line® dataset from the US Census Bureau"
175,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
176,"One World Trade Center, New York, NY",40.713247,-74.013014,1,rooftop,"1 World Trade Ctr",,"New York, NY 10007",1,"World Trade Ctr",,,"New York",NY,"New York County",10007,US,"City of New York"
177,"The Irish American Pub, New York, NY",40.590447,-73.928365,0.71,street_center,"Ira Ct",,"Brooklyn, NY 11229",,"Ira Ct",,,Brooklyn,NY,"Kings County",11229,US,"TIGER/Line® dataset from the US Census Bureau"
179,"The Irish American Pub, New York, NY",40.590447,-73.928365,0.71,street_center,"Ira Ct",,"Brooklyn, NY 11229",,"Ira Ct",,,Brooklyn,NY,"Kings County",11229,US,"TIGER/Line® dataset from the US Census Bureau"
180,"Regus - Buffalo - Key Center - Downtown, Buffalo, NY",42.773495,-78.840362,0.88,street_center,"Riggs St",,"Buffalo, NY 14219",,"Riggs St",,,Buffalo,NY,"Erie County",14219,US,"TIGER/Line® dataset from the US Census Bureau"
181,"Keybar, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
182,"Ripley-Grier Studios, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
183,"Keybar, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
185,"The City Beer Hall, Albany, NY",42.614852,-73.970812,1,place,,,"Albany, NY 12201",,,,,Albany,NY,"Albany County",12201,US,"TIGER/Line® dataset from the US Census Bureau"
186,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
187,"Bayport Blue Point High School, Bayport, NY",40.754081,-73.050797,0.93,street_center,"Bayport Ave",,"Bayport, NY 11705",,"Bayport Ave",,,Bayport,NY,"Suffolk County",11705,US,"TIGER/Line® dataset from the US Census Bureau"
188,"Location TBA, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
189,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
190,"The Parlour Room, New York, NY",40.713971,-74.002038,0.9,street_center,"Pearl St",,"New York, NY 10007",,"Pearl St",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
191,"Regus - Buffalo - Key Center - Downtown, Buffalo, NY",42.773495,-78.840362,0.88,street_center,"Riggs St",,"Buffalo, NY 14219",,"Riggs St",,,Buffalo,NY,"Erie County",14219,US,"TIGER/Line® dataset from the US Census Bureau"
192,"Bayport Blue Point High School, Bayport, NY",40.754081,-73.050797,0.93,street_center,"Bayport Ave",,"Bayport, NY 11705",,"Bayport Ave",,,Bayport,NY,"Suffolk County",11705,US,"TIGER/Line® dataset from the US Census Bureau"
193,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
194,"Sewanhaka High School, Elmont, NY",40.902311,-73.516713,0.49,street_center,"Seawanhaka Rd",,"Oyster Bay, NY 11771",,"Seawanhaka Rd",,,"Oyster Bay",NY,"Nassau County",11771,US,"TIGER/Line® dataset from the US Census Bureau"
195,"The Beast Next Door, Queens, NY",40.56424,-73.91237,0.88,street_center,Bayside,,"Breezy Point, NY 11697",,Bayside,,,"Breezy Point",NY,"Queens County",11697,US,"TIGER/Line® dataset from the US Census Bureau"
196,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
197,"Big Ditch Brewing Company, Buffalo, NY",42.896646,-78.837163,0.83,street_center,"Beck St",,"Buffalo, NY 14212",,"Beck St",,,Buffalo,NY,"Erie County",14212,US,"TIGER/Line® dataset from the US Census Bureau"
198,"East Hampton Library, East Hampton, NY",40.983307,-72.172927,1,street_center,"E Hampton Dr",,"East Hampton, NY 11937",,"E Hampton Dr",,,"East Hampton",NY,"Suffolk County",11937,US,"TIGER/Line® dataset from the US Census Bureau"
199,"Five Iron Golf, New York, NY",40.743317,-73.691566,0.51,range_interpolation,"5 Irons Pl",,"New Hyde Park, NY 11040",5,"Irons Pl",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® from the US Census Bureau"
200,"Verizon Executive Education Center, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
201,"One World Trade Center, New York, NY",40.713247,-74.013014,1,rooftop,"1 World Trade Ctr",,"New York, NY 10007",1,"World Trade Ctr",,,"New York",NY,"New York County",10007,US,"City of New York"
202,"Locust Valley High School and Middle School, Locust Valley, NY",40.876682,-73.596104,1,street_center,"Locust Pl",,"Locust Valley, NY 11560",,"Locust Pl",,,"Locust Valley",NY,"Nassau County",11560,US,"TIGER/Line® dataset from the US Census Bureau"
203,"New York Stock Exchange, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
204,"Royal Regency Hotel, Yonkers, NY",40.924257,-73.852933,0.93,street_center,"Royal St",,"Yonkers, NY 10704",,"Royal St",,,Yonkers,NY,"Westchester County",10704,US,"TIGER/Line® dataset from the US Census Bureau"
205,"Harvard Club of New York City, New York, NY",40.723941,-73.701242,0.54,street_center,"Harvard St",,"Floral Park, NY 11001",,"Harvard St",,,"Floral Park",NY,"Nassau County",11001,US,"TIGER/Line® dataset from the US Census Bureau"
206,"SUNY Polytechnic Institute, Utica, NY",43.077369,-75.233208,1,place,,,"Utica, NY 13501",,,,,Utica,NY,"Oneida County",13501,US,"TIGER/Line® dataset from the US Census Bureau"
207,"BMO Capital Markets, New York, NY",40.711075,-73.994201,1,street_center,"Market St",,"New York, NY 10002",,"Market St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
208,"Javits Center, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
209,"Residence Inn by Marriott New York Manhattan/Times Square, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
210,"El Barrio Artspace PS109, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
211,"The City College of New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
212,"Whiskey Cellar NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
213,"Big Ditch Brewing Company, Buffalo, NY",42.896646,-78.837163,0.83,street_center,"Beck St",,"Buffalo, NY 14212",,"Beck St",,,Buffalo,NY,"Erie County",14212,US,"TIGER/Line® dataset from the US Census Bureau"
214,"Revel Restaurant & Bar, Garden City, NY",40.9083,-73.54781,0.59,street_center,"Revillo Rd",,"Bayville, NY 11709",,"Revillo Rd",,,Bayville,NY,"Nassau County",11709,US,"TIGER/Line® dataset from the US Census Bureau"
215,"Whiskey Cellar NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
216,"The Pierre, A Taj Hotel, New York, New York, NY",40.735862,-74.001138,0.9,street_center,"Perry St",,"New York, NY 10014",,"Perry St",,,"New York",NY,"New York County",10014,US,"TIGER/Line® dataset from the US Census Bureau"
217,"Revel Restaurant & Bar, Garden City, NY",40.9083,-73.54781,0.59,street_center,"Revillo Rd",,"Bayville, NY 11709",,"Revillo Rd",,,Bayville,NY,"Nassau County",11709,US,"TIGER/Line® dataset from the US Census Bureau"
219,"White Oak Tavern, New York, NY",40.718172,-74.003362,0.93,street_center,"White St",,"New York, NY 10013",,"White St",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
220,"Renaissance New York Midtown Hotel, New York, NY",40.699699,-73.93475,0.86,street_center,"Renaissance Ct",,"Brooklyn, NY 11206",,"Renaissance Ct",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
221,"Arlo Williamsburg, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
222,"NYU 370 Jay Street, Brooklyn, NY",40.692752,-73.987437,1,rooftop,"370 Jay St",,"Brooklyn, NY 11201",370,"Jay St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
223,"Fordham University School of Law, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
224,"The Irish American Pub, New York, NY",40.590447,-73.928365,0.71,street_center,"Ira Ct",,"Brooklyn, NY 11229",,"Ira Ct",,,Brooklyn,NY,"Kings County",11229,US,"TIGER/Line® dataset from the US Census Bureau"
225,"Moved to Virtual Event, New York, NY",40.691204,-73.902835,0.74,street_center,"Moffat St",,"Brooklyn, NY 11237",,"Moffat St",,,Brooklyn,NY,"Kings County",11237,US,"TIGER/Line® dataset from the US Census Bureau"
227,"Convene, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
228,"Pier 57, New York, NY",40.750422,-73.996328,0.5,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
229,"Mr. Purple, New York, NY",40.60496,-73.956134,0.66,street_center,"Moore Pl",,"Brooklyn, NY 11229",,"Moore Pl",,,Brooklyn,NY,"Kings County",11229,US,"TIGER/Line® dataset from the US Census Bureau"
230,"IPIC Theaters, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
231,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
233,"Genspace, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
234,"Empire State Building, New York, NY",40.703375,-74.014411,0.93,street_center,"State St",,"New York, NY 10004",,"State St",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
235,"Proskauer Rose LLP, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
236,"No Location finalized, Moving to Online, Buffalo, NY",42.931168,-78.774799,0.83,street_center,"Donlen Rd",,"Buffalo, NY 14225",,"Donlen Rd",,,Buffalo,NY,"Erie County",14225,US,"TIGER/Line® dataset from the US Census Bureau"
237,"The Beast Next Door, Queens, NY",40.56424,-73.91237,0.88,street_center,Bayside,,"Breezy Point, NY 11697",,Bayside,,,"Breezy Point",NY,"Queens County",11697,US,"TIGER/Line® dataset from the US Census Bureau"
238,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
240,"The Irish American Pub, New York, NY",40.590447,-73.928365,0.71,street_center,"Ira Ct",,"Brooklyn, NY 11229",,"Ira Ct",,,Brooklyn,NY,"Kings County",11229,US,"TIGER/Line® dataset from the US Census Bureau"
241,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
242,"The Sheen Center, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
243,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
244,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
245,"Wyndham Hotel, Rochester, NY",43.222283,-77.625215,0.93,street_center,"Wyndham Rd",,"Rochester, NY 14612",,"Wyndham Rd",,,Rochester,NY,"Monroe County",14612,US,"TIGER/Line® dataset from the US Census Bureau"
246,"D4D Studios, New York, NY",40.703375,-74.014411,0.78,street_center,"State St",,"New York, NY 10004",,"State St",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
247,"Regus - Buffalo - Key Center - Downtown, Buffalo, NY",42.773495,-78.840362,0.88,street_center,"Riggs St",,"Buffalo, NY 14219",,"Riggs St",,,Buffalo,NY,"Erie County",14219,US,"TIGER/Line® dataset from the US Census Bureau"
248,"Whiskey Cellar NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
249,"Sugar Mouse NYC, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
250,"Continental Sports Lounge, New York, NY",40.757541,-73.685493,0.53,street_center,"Continental Dr",,"New Hyde Park, NY 11040",,"Continental Dr",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
251,"155 Chandler St, Buffalo, NY",42.943244,-78.885231,1,rooftop,"155 Chandler St",,"Buffalo, NY 14207",155,"Chandler St",,,Buffalo,NY,"Erie County",14207,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
252,"Rochester Public Market, Rochester, NY",43.166137,-77.590373,1,street_center,"Rochester Public Market",,"Rochester, NY 14609",,"Rochester Public Market",,,Rochester,NY,"Monroe County",14609,US,"TIGER/Line® dataset from the US Census Bureau"
253,"Arlo Williamsburg, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
254,"Smithfield Hall NYC, New York, NY",40.645883,-73.90383,0.72,street_center,"Smiths Ln",,"Brooklyn, NY 11236",,"Smiths Ln",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
255,"New York, New York, NY",40.703125,-74.010852,1,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
256,"617 W 46th St, New York, NY",40.763884,-73.997389,1,rooftop,"617 W 46th St",,"New York, NY 10036",617,"W 46th St",,,"New York",NY,"New York County",10036,US,"City of New York"
257,"The Beast Next Door, Queens, NY",40.56424,-73.91237,0.88,street_center,Bayside,,"Breezy Point, NY 11697",,Bayside,,,"Breezy Point",NY,"Queens County",11697,US,"TIGER/Line® dataset from the US Census Bureau"
258,"Private Conference Space (see invite for your check-in instruction), New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
262,"MJN Convention Center - Mid Hudson Civic Center, Poughkeepsie, NY",41.705323,-73.928418,1,street_center,"Civic Center Plz",,"Poughkeepsie, NY 12601",,"Civic Center Plz",,,Poughkeepsie,NY,"Dutchess County",12601,US,"TIGER/Line® dataset from the US Census Bureau"
263,"At a traffic island across street from, New York, NY",40.728729,-74.005292,0.78,street_center,"Varick St",,"New York, NY 10014",,"Varick St",,,"New York",NY,"New York County",10014,US,"TIGER/Line® dataset from the US Census Bureau"
264,"Indian Ladder Farms Cidery and Brewery, Altamont, NY",42.659308,-74.004989,1,street_center,"Indian Ladder Dr",,"Altamont, NY 12009",,"Indian Ladder Dr",,,Altamont,NY,"Albany County",12009,US,"TIGER/Line® dataset from the US Census Bureau"
265,"The Museum of Interesting Things Secret Speakeasy, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
266,"The Whistling Kettle, Schenectady, NY",42.880035,-73.991321,1,place,,,"Schenectady, NY 12302",,,,,Schenectady,NY,"Schenectady County",12302,US,"TIGER/Line® dataset from the US Census Bureau"
267,"MAMATACO, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
268,"MAMATACO, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
269,"227 E 116th St, New York, NY",40.797606,-73.938789,1,rooftop,"227 E 116th St",,"New York, NY 10029",227,"E 116th St",,,"New York",NY,"New York County",10029,US,"City of New York"
270,"Eastern District, Brooklyn, NY",40.746751,-73.671505,0.62,street_center,"Eastern Dr",,"New Hyde Park, NY 11040",,"Eastern Dr",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
271,"This Little Pig, Buffalo, NY",42.89606,-78.886424,1,place,,,"Buffalo, NY 14201",,,,,Buffalo,NY,"Erie County",14201,US,"TIGER/Line® dataset from the US Census Bureau"
272,"MAMATACO, Brooklyn, NY",40.694481,-73.989319,1,place,,,"Brooklyn, NY 11201",,,,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
273,"Restaurant of the Night, Niagara Falls, NY",43.116661,-79.030325,0.78,street_center,"Nevada Ave",,"Niagara Falls, NY 14305",,"Nevada Ave",,,"Niagara Falls",NY,"Niagara County",14305,US,"TIGER/Line® dataset from the US Census Bureau"
274,"EMMA'S KITCHENS, Hartsdale, NY",41.329844,-73.85754,0.53,street_center,"Emma Ln",,"Mohegan Lake, NY 10547",,"Emma Ln",,,"Mohegan Lake",NY,"Westchester County",10547,US,"TIGER/Line® dataset from the US Census Bureau"
